SCRUB_DC_NO,YEAR,WEEK,SCRUB_CATEGORY_NO
3,2022,10,150
3,2022,10,151
3,2022,10,152
3,2022,10,153
3,2022,10,154
3,2022,10,155
3,2022,10,156
3,2022,10,157
3,2022,10,158
3,2022,10,159
3,2022,10,160
3,2022,10,161
3,2022,10,162
3,2022,10,163
3,2022,10,164
3,2022,10,165
3,2022,10,166
3,2022,10,167
3,2022,10,168
3,2022,10,169
3,2022,10,170
3,2022,10,171
3,2022,10,172
3,2022,10,173
3,2022,10,174
3,2022,10,175
3,2022,10,176
3,2022,10,177
3,2022,10,178
3,2022,10,179
3,2022,10,180
3,2022,10,181
3,2022,10,182
3,2022,10,183
3,2022,10,184
3,2022,10,185
3,2022,10,186
3,2022,10,187
3,2022,10,188
3,2022,10,189
3,2022,10,190
3,2022,10,191
3,2022,10,192
3,2022,10,193
3,2022,10,194
3,2022,10,195
3,2022,10,196
3,2022,10,197
3,2022,10,198
3,2022,10,199
3,2022,10,200
3,2022,10,201
3,2022,10,202
3,2022,10,203
3,2022,10,204
3,2022,10,205
3,2022,10,206
3,2022,10,207
3,2022,10,208
3,2022,10,209
3,2022,10,210
3,2022,10,211
3,2022,10,212
3,2022,10,213
3,2022,10,214
3,2022,10,215
3,2022,10,216
3,2022,10,217
3,2022,10,218
3,2022,10,219
3,2022,10,220
3,2022,10,221
3,2022,10,222
3,2022,10,223
3,2022,10,224
3,2022,10,225
3,2022,10,226
3,2022,10,227
3,2022,10,228
3,2022,10,229
3,2022,10,230
3,2022,10,231
3,2022,10,232
3,2022,10,233
3,2022,10,234
3,2022,10,235
3,2022,10,236
3,2022,10,237
3,2022,10,238
3,2022,10,239
3,2022,10,240
3,2022,10,241
3,2022,10,242
3,2022,10,243
3,2022,10,244
3,2022,10,245
3,2022,10,246
3,2022,10,247
3,2022,10,248
3,2022,10,249
3,2022,10,250
3,2022,10,251
3,2022,10,252
3,2022,10,253
3,2022,10,254
3,2022,10,255
3,2022,10,256
3,2022,10,257
3,2022,10,258
3,2022,10,259
3,2022,10,260
3,2022,10,261
3,2022,10,262
3,2022,10,263
3,2022,10,264
3,2022,10,265
3,2022,10,266
3,2022,10,267
3,2022,10,268
3,2022,10,269
3,2022,10,270
3,2022,10,271
3,2022,10,273
3,2022,10,274
3,2022,10,275
3,2022,10,276
3,2022,10,277
3,2022,10,278
3,2022,10,279
3,2022,10,280
3,2022,10,281
3,2022,10,283
3,2022,10,284
3,2022,10,286
3,2022,10,287
3,2022,10,288
3,2022,10,289
3,2022,10,290
3,2022,10,291
3,2022,10,292
3,2022,10,294
3,2022,10,295
3,2022,10,296
3,2022,10,297
3,2022,10,298
3,2022,10,299
3,2022,10,300
3,2022,10,301
3,2022,10,302
3,2022,10,303
3,2022,10,304
3,2022,10,305
3,2022,10,306
3,2022,10,307
3,2022,10,308
3,2022,10,309
3,2022,10,310
3,2022,10,311
3,2022,10,312
3,2022,10,313
3,2022,10,314
3,2022,10,315
3,2022,10,316
3,2022,10,317
3,2022,10,318
3,2022,10,319
3,2022,10,320
3,2022,10,321
3,2022,10,324
3,2022,10,327
3,2022,10,329
3,2022,10,330
3,2022,10,331
3,2022,10,332
3,2022,10,333
3,2022,10,334
3,2022,10,336
3,2022,10,340
3,2022,10,341
3,2022,10,344
3,2022,10,347
3,2022,10,282
3,2022,10,343
3,2022,10,78
3,2022,10,293
3,2022,10,323
3,2022,10,342
3,2022,10,346
3,2022,10,272
3,2022,10,335
3,2022,10,285
3,2022,10,345
3,2022,10,322
3,2022,10,338
3,2022,10,325
3,2022,10,326
3,2022,10,337
3,2022,10,328
3,2022,11,1
3,2022,11,2
3,2022,11,3
3,2022,11,4
3,2022,11,5
3,2022,11,6
3,2022,11,7
3,2022,11,8
3,2022,11,9
3,2022,11,10
3,2022,11,11
3,2022,11,12
3,2022,11,13
3,2022,11,14
3,2022,11,15
3,2022,11,16
3,2022,11,17
3,2022,11,18
3,2022,11,19
3,2022,11,20
3,2022,11,21
3,2022,11,22
3,2022,11,23
3,2022,11,24
3,2022,11,25
3,2022,11,26
3,2022,11,27
3,2022,11,28
3,2022,11,29
3,2022,11,30
3,2022,11,31
3,2022,11,32
3,2022,11,33
3,2022,11,34
3,2022,11,35
3,2022,11,36
3,2022,11,37
3,2022,11,38
3,2022,11,39
3,2022,11,40
3,2022,11,41
3,2022,11,42
3,2022,11,43
3,2022,11,44
3,2022,11,45
3,2022,11,46
3,2022,11,47
3,2022,11,48
3,2022,11,49
3,2022,11,50
3,2022,11,51
3,2022,11,52
3,2022,11,53
3,2022,11,54
3,2022,11,55
3,2022,11,56
3,2022,11,57
3,2022,11,58
3,2022,11,59
3,2022,11,60
3,2022,11,61
3,2022,11,62
3,2022,11,63
3,2022,11,64
3,2022,11,65
3,2022,11,66
3,2022,11,67
3,2022,11,68
3,2022,11,69
3,2022,11,70
3,2022,11,71
3,2022,11,72
3,2022,11,73
3,2022,11,74
3,2022,11,75
3,2022,11,76
3,2022,11,77
3,2022,11,79
3,2022,11,80
3,2022,11,81
3,2022,11,82
3,2022,11,83
3,2022,11,84
3,2022,11,85
3,2022,11,86
3,2022,11,87
3,2022,11,88
3,2022,11,89
3,2022,11,90
3,2022,11,91
3,2022,11,92
3,2022,11,93
3,2022,11,94
3,2022,11,95
3,2022,11,96
3,2022,11,97
3,2022,11,98
3,2022,11,99
3,2022,11,100
3,2022,11,101
3,2022,11,102
3,2022,11,103
3,2022,11,104
3,2022,11,105
3,2022,11,106
3,2022,11,107
3,2022,11,108
3,2022,11,109
3,2022,11,110
3,2022,11,111
3,2022,11,112
3,2022,11,113
3,2022,11,114
3,2022,11,115
3,2022,11,116
3,2022,11,117
3,2022,11,118
3,2022,11,119
3,2022,11,120
3,2022,11,121
3,2022,11,122
3,2022,11,123
3,2022,11,124
3,2022,11,125
3,2022,11,126
3,2022,11,127
3,2022,11,128
3,2022,11,129
3,2022,11,130
3,2022,11,131
3,2022,11,132
3,2022,11,133
3,2022,11,134
3,2022,11,135
3,2022,11,136
3,2022,11,137
3,2022,11,138
3,2022,11,139
3,2022,11,140
3,2022,11,141
3,2022,11,142
3,2022,11,143
3,2022,11,144
3,2022,11,145
3,2022,11,146
3,2022,11,147
3,2022,11,148
3,2022,11,149
3,2022,11,150
3,2022,11,151
3,2022,11,152
3,2022,11,153
3,2022,11,154
3,2022,11,155
3,2022,11,156
3,2022,11,157
3,2022,11,158
3,2022,11,159
3,2022,11,160
3,2022,11,161
3,2022,11,162
3,2022,11,163
3,2022,11,164
3,2022,11,165
3,2022,11,166
3,2022,11,167
3,2022,11,168
3,2022,11,169
3,2022,11,170
3,2022,11,171
3,2022,11,172
3,2022,11,173
3,2022,11,174
3,2022,11,175
3,2022,11,176
3,2022,11,177
3,2022,11,178
3,2022,11,179
3,2022,11,180
3,2022,11,181
3,2022,11,182
3,2022,11,183
3,2022,11,184
3,2022,11,185
3,2022,11,186
3,2022,11,187
3,2022,11,188
3,2022,11,189
3,2022,11,190
3,2022,11,191
3,2022,11,192
3,2022,11,193
3,2022,11,194
3,2022,11,195
3,2022,11,196
3,2022,11,197
3,2022,11,198
3,2022,11,199
3,2022,11,200
3,2022,11,201
3,2022,11,202
3,2022,11,203
3,2022,11,204
3,2022,11,205
3,2022,11,206
3,2022,11,207
3,2022,11,208
3,2022,11,209
3,2022,11,210
3,2022,11,211
3,2022,11,212
3,2022,11,213
3,2022,11,214
3,2022,11,215
3,2022,11,216
3,2022,11,217
3,2022,11,218
3,2022,11,219
3,2022,11,220
3,2022,11,221
3,2022,11,222
3,2022,11,223
3,2022,11,224
3,2022,11,225
3,2022,11,226
3,2022,11,227
3,2022,11,228
3,2022,11,229
3,2022,11,230
3,2022,11,231
3,2022,11,232
3,2022,11,233
3,2022,11,234
3,2022,11,235
3,2022,11,236
3,2022,11,237
3,2022,11,238
3,2022,11,239
3,2022,11,240
3,2022,11,241
3,2022,11,242
3,2022,11,243
3,2022,11,244
3,2022,11,245
3,2022,11,246
3,2022,11,247
3,2022,11,248
3,2022,11,249
3,2022,11,250
3,2022,11,251
3,2022,11,252
3,2022,11,253
3,2022,11,254
3,2022,11,255
3,2022,11,256
3,2022,11,257
3,2022,11,258
3,2022,11,259
3,2022,11,260
3,2022,11,261
3,2022,11,262
3,2022,11,263
3,2022,11,264
3,2022,11,265
3,2022,11,266
3,2022,11,267
3,2022,11,268
3,2022,11,269
3,2022,11,270
3,2022,11,271
3,2022,11,273
3,2022,11,274
3,2022,11,275
3,2022,11,276
3,2022,11,277
3,2022,11,278
3,2022,11,279
3,2022,11,280
3,2022,11,281
3,2022,11,283
3,2022,11,284
3,2022,11,286
3,2022,11,287
3,2022,11,288
3,2022,11,289
3,2022,11,290
3,2022,11,291
3,2022,11,292
3,2022,11,294
3,2022,11,295
3,2022,11,296
3,2022,11,297
3,2022,11,298
3,2022,11,299
3,2022,11,300
3,2022,11,301
3,2022,11,302
3,2022,11,303
3,2022,11,304
3,2022,11,305
3,2022,11,306
3,2022,11,307
3,2022,11,308
3,2022,11,309
3,2022,11,310
3,2022,11,311
3,2022,11,312
3,2022,11,313
3,2022,11,314
3,2022,11,315
3,2022,11,316
3,2022,11,317
3,2022,11,318
3,2022,11,319
3,2022,11,320
3,2022,11,321
3,2022,11,324
3,2022,11,327
3,2022,11,329
3,2022,11,330
3,2022,11,331
3,2022,11,332
3,2022,11,333
3,2022,11,334
3,2022,11,336
3,2022,11,340
3,2022,11,341
3,2022,11,344
3,2022,11,347
3,2022,11,282
3,2022,11,343
3,2022,11,78
3,2022,11,293
3,2022,11,323
3,2022,11,342
3,2022,11,346
3,2022,11,272
3,2022,11,335
3,2022,11,285
3,2022,11,345
3,2022,11,322
3,2022,11,338
3,2022,11,325
3,2022,11,326
3,2022,11,337
3,2022,11,328
3,2022,12,1
3,2022,12,2
3,2022,12,3
3,2022,12,4
3,2022,12,5
3,2022,12,6
3,2022,12,7
3,2022,12,8
3,2022,12,9
3,2022,12,10
3,2022,12,11
3,2022,12,12
3,2022,12,13
3,2022,12,14
3,2022,12,15
3,2022,12,16
3,2022,12,17
3,2022,12,18
3,2022,12,19
3,2022,12,20
3,2022,12,21
3,2022,12,22
3,2022,12,23
3,2022,12,24
3,2022,12,25
3,2022,12,26
3,2022,12,27
3,2022,12,28
3,2022,12,29
3,2022,12,30
3,2022,12,31
3,2022,12,32
3,2022,12,33
3,2022,12,34
3,2022,12,35
3,2022,12,36
3,2022,12,37
3,2022,12,38
3,2022,12,39
3,2022,12,40
3,2022,12,41
3,2022,12,42
3,2022,12,43
3,2022,12,44
3,2022,12,45
3,2022,12,46
3,2022,12,47
3,2022,12,48
3,2022,12,49
3,2022,12,50
3,2022,12,51
3,2022,12,52
3,2022,12,53
3,2022,12,54
3,2022,12,55
3,2022,12,56
3,2022,12,57
3,2022,12,58
3,2022,12,59
3,2022,12,60
3,2022,12,61
3,2022,12,62
3,2022,12,63
3,2022,12,64
3,2022,12,65
3,2022,12,66
3,2022,12,67
3,2022,12,68
3,2022,12,69
3,2022,12,70
3,2022,12,71
3,2022,12,72
3,2022,12,73
3,2022,12,74
3,2022,12,75
3,2022,12,76
3,2022,12,77
3,2022,12,79
3,2022,12,80
3,2022,12,81
3,2022,12,82
3,2022,12,83
3,2022,12,84
3,2022,12,85
3,2022,12,86
3,2022,12,87
3,2022,12,88
3,2022,12,89
3,2022,12,90
3,2022,12,91
3,2022,12,92
3,2022,12,93
3,2022,12,94
3,2022,12,95
3,2022,12,96
3,2022,12,97
3,2022,12,98
3,2022,12,99
3,2022,12,100
3,2022,12,101
3,2022,12,102
3,2022,12,103
3,2022,12,104
3,2022,12,105
3,2022,12,106
3,2022,12,107
3,2022,12,108
3,2022,12,109
3,2022,12,110
3,2022,12,111
3,2022,12,112
3,2022,12,113
3,2022,12,114
3,2022,12,115
3,2022,12,116
3,2022,12,117
3,2022,12,118
3,2022,12,119
3,2022,12,120
3,2022,12,121
3,2022,12,122
3,2022,12,123
3,2022,12,124
3,2022,12,125
3,2022,12,126
3,2022,12,127
3,2022,12,128
3,2022,12,129
3,2022,12,130
3,2022,12,131
3,2022,12,132
3,2022,12,133
3,2022,12,134
3,2022,12,135
3,2022,12,136
3,2022,12,137
3,2022,12,138
3,2022,12,139
3,2022,12,140
3,2022,12,141
3,2022,12,142
3,2022,12,143
3,2022,12,144
3,2022,12,145
3,2022,12,146
3,2022,12,147
3,2022,12,148
3,2022,12,149
3,2022,12,150
3,2022,12,151
3,2022,12,152
3,2022,12,153
3,2022,12,154
3,2022,12,155
3,2022,12,156
3,2022,12,157
3,2022,12,158
3,2022,12,159
3,2022,12,160
3,2022,12,161
3,2022,12,162
3,2022,12,163
3,2022,12,164
3,2022,12,165
3,2022,12,166
3,2022,12,167
3,2022,12,168
3,2022,12,169
3,2022,12,170
3,2022,12,171
3,2022,12,172
3,2022,12,173
3,2022,12,174
3,2022,12,175
3,2022,12,176
3,2022,12,177
3,2022,12,178
3,2022,12,179
3,2022,12,180
3,2022,12,181
3,2022,12,182
3,2022,12,183
3,2022,12,184
3,2022,12,185
3,2022,12,186
3,2022,12,187
3,2022,12,188
3,2022,12,189
3,2022,12,190
3,2022,12,191
3,2022,12,192
3,2022,12,193
3,2022,12,194
3,2022,12,195
3,2022,12,196
3,2022,12,197
3,2022,12,198
3,2022,12,199
3,2022,12,200
3,2022,12,201
3,2022,12,202
3,2022,12,203
3,2022,12,204
3,2022,12,205
3,2022,12,206
3,2022,12,207
3,2022,12,208
3,2022,12,209
3,2022,12,210
3,2022,12,211
3,2022,12,212
3,2022,12,213
3,2022,12,214
3,2022,12,215
3,2022,12,216
3,2022,12,217
3,2022,12,218
3,2022,12,219
3,2022,12,220
3,2022,12,221
3,2022,12,222
3,2022,12,223
3,2022,12,224
3,2022,12,225
3,2022,12,226
3,2022,12,227
3,2022,12,228
3,2022,12,229
3,2022,12,230
3,2022,12,231
3,2022,12,232
3,2022,12,233
3,2022,12,234
3,2022,12,235
3,2022,12,236
3,2022,12,237
3,2022,12,238
3,2022,12,239
3,2022,12,240
3,2022,12,241
3,2022,12,242
3,2022,12,243
3,2022,12,244
3,2022,12,245
3,2022,12,246
3,2022,12,247
3,2022,12,248
3,2022,12,249
3,2022,12,250
3,2022,12,251
3,2022,12,252
3,2022,12,253
3,2022,12,254
3,2022,12,255
3,2022,12,256
3,2022,12,257
3,2022,12,258
3,2022,12,259
3,2022,12,260
3,2022,12,261
3,2022,12,262
3,2022,12,263
3,2022,12,264
3,2022,12,265
3,2022,12,266
3,2022,12,267
3,2022,12,268
3,2022,12,269
3,2022,12,270
3,2022,12,271
3,2022,12,273
3,2022,12,274
3,2022,12,275
3,2022,12,276
3,2022,12,277
3,2022,12,278
3,2022,12,279
3,2022,12,280
3,2022,12,281
3,2022,12,283
3,2022,12,284
3,2022,12,286
3,2022,12,287
3,2022,12,288
3,2022,12,289
3,2022,12,290
3,2022,12,291
3,2022,12,292
3,2022,12,294
3,2022,12,295
3,2022,12,296
3,2022,12,297
3,2022,12,298
3,2022,12,299
3,2022,12,300
3,2022,12,301
3,2022,12,302
3,2022,12,303
3,2022,12,304
3,2022,12,305
3,2022,12,306
3,2022,12,307
3,2022,12,308
3,2022,12,309
3,2022,12,310
3,2022,12,311
3,2022,12,312
3,2022,12,313
3,2022,12,314
3,2022,12,315
3,2022,12,316
3,2022,12,317
3,2022,12,318
3,2022,12,319
3,2022,12,320
3,2022,12,321
3,2022,12,324
3,2022,12,327
3,2022,12,329
3,2022,12,330
3,2022,12,331
3,2022,12,332
3,2022,12,333
3,2022,12,334
3,2022,12,336
3,2022,12,340
3,2022,12,341
3,2022,12,344
3,2022,12,347
3,2022,12,282
3,2022,12,343
3,2022,12,78
3,2022,12,293
3,2022,12,323
3,2022,12,342
3,2022,12,346
3,2022,12,272
3,2022,12,335
3,2022,12,285
3,2022,12,345
3,2022,12,322
3,2022,12,338
3,2022,12,325
3,2022,12,326
3,2022,12,337
3,2022,12,328
3,2022,13,1
3,2022,13,2
3,2022,13,3
3,2022,13,4
3,2022,13,5
3,2022,13,6
3,2022,13,7
3,2022,13,8
3,2022,13,9
3,2022,13,10
3,2022,13,11
3,2022,13,12
3,2022,13,13
3,2022,13,14
3,2022,13,15
3,2022,13,16
3,2022,13,17
3,2022,13,18
3,2022,13,19
3,2022,13,20
3,2022,13,21
3,2022,13,22
3,2022,13,23
3,2022,13,24
3,2022,13,25
3,2022,13,26
3,2022,13,27
3,2022,13,28
3,2022,13,29
3,2022,13,30
3,2022,13,31
3,2022,13,32
3,2022,13,33
3,2022,13,34
3,2022,13,35
3,2022,13,36
3,2022,13,37
3,2022,13,38
3,2022,13,39
3,2022,13,40
3,2022,13,41
3,2022,13,42
3,2022,13,43
3,2022,13,44
3,2022,13,45
3,2022,13,46
3,2022,13,47
3,2022,13,48
3,2022,13,49
3,2022,13,50
3,2022,13,51
3,2022,13,52
3,2022,13,53
3,2022,13,54
3,2022,13,55
3,2022,13,56
3,2022,13,57
3,2022,13,58
3,2022,13,59
3,2022,13,60
3,2022,13,61
3,2022,13,62
3,2022,13,63
3,2022,13,64
3,2022,13,65
3,2022,13,66
3,2022,13,67
3,2022,13,68
3,2022,13,69
3,2022,13,70
3,2022,13,71
3,2022,13,72
3,2022,13,73
3,2022,13,74
3,2022,13,75
3,2022,13,76
3,2022,13,77
3,2022,13,79
3,2022,13,80
3,2022,13,81
3,2022,13,82
3,2022,13,83
3,2022,13,84
3,2022,13,85
3,2022,13,86
3,2022,13,87
3,2022,13,88
3,2022,13,89
3,2022,13,90
3,2022,13,91
3,2022,13,92
3,2022,13,93
3,2022,13,94
3,2022,13,95
3,2022,13,96
3,2022,13,97
3,2022,13,98
3,2022,13,99
3,2022,13,100
3,2022,13,101
3,2022,13,102
3,2022,13,103
3,2022,13,104
3,2022,13,105
3,2022,13,106
3,2022,13,107
3,2022,13,108
3,2022,13,109
3,2022,13,110
3,2022,13,111
3,2022,13,112
3,2022,13,113
3,2022,13,114
3,2022,13,115
3,2022,13,116
3,2022,13,117
3,2022,13,118
3,2022,13,119
3,2022,13,120
3,2022,13,121
3,2022,13,122
3,2022,13,123
3,2022,13,124
3,2022,13,125
3,2022,13,126
3,2022,13,127
3,2022,13,128
3,2022,13,129
3,2022,13,130
3,2022,13,131
3,2022,13,132
3,2022,13,133
3,2022,13,134
3,2022,13,135
3,2022,13,136
3,2022,13,137
3,2022,13,138
3,2022,13,139
3,2022,13,140
3,2022,13,141
3,2022,13,142
3,2022,13,143
3,2022,13,144
3,2022,13,145
3,2022,13,146
3,2022,13,147
3,2022,13,148
3,2022,13,149
3,2022,13,150
3,2022,13,151
3,2022,13,152
3,2022,13,153
3,2022,13,154
3,2022,13,155
3,2022,13,156
3,2022,13,157
3,2022,13,158
3,2022,13,159
3,2022,13,160
3,2022,13,161
3,2022,13,162
3,2022,13,163
3,2022,13,164
3,2022,13,165
3,2022,13,166
3,2022,13,167
3,2022,13,168
3,2022,13,169
3,2022,13,170
3,2022,13,171
3,2022,13,172
3,2022,13,173
3,2022,13,174
3,2022,13,175
3,2022,13,176
3,2022,13,177
3,2022,13,178
3,2022,13,179
3,2022,13,180
3,2022,13,181
3,2022,13,182
3,2022,13,183
3,2022,13,184
3,2022,13,185
3,2022,13,186
3,2022,13,187
3,2022,13,188
3,2022,13,189
3,2022,13,190
3,2022,13,191
3,2022,13,192
3,2022,13,193
3,2022,13,194
3,2022,13,195
3,2022,13,196
3,2022,13,197
3,2022,13,198
3,2022,13,199
3,2022,13,200
3,2022,13,201
3,2022,13,202
3,2022,13,203
3,2022,13,204
3,2022,13,205
3,2022,13,206
3,2022,13,207
3,2022,13,208
3,2022,13,209
3,2022,13,210
3,2022,13,211
3,2022,13,212
3,2022,13,213
3,2022,13,214
3,2022,13,215
3,2022,13,216
3,2022,13,217
3,2022,13,218
3,2022,13,219
3,2022,13,220
3,2022,13,221
3,2022,13,222
3,2022,13,223
3,2022,13,224
3,2022,13,225
3,2022,13,226
3,2022,13,227
3,2022,13,228
3,2022,13,229
3,2022,13,230
3,2022,13,231
3,2022,13,232
3,2022,13,233
3,2022,13,234
3,2022,13,235
3,2022,13,236
3,2022,13,237
3,2022,13,238
3,2022,13,239
3,2022,13,240
3,2022,13,241
3,2022,13,242
3,2022,13,243
3,2022,13,244
3,2022,13,245
3,2022,13,246
3,2022,13,247
3,2022,13,248
3,2022,13,249
3,2022,13,250
3,2022,13,251
3,2022,13,252
3,2022,13,253
3,2022,13,254
3,2022,13,255
3,2022,13,256
3,2022,13,257
3,2022,13,258
3,2022,13,259
3,2022,13,260
3,2022,13,261
3,2022,13,262
3,2022,13,263
3,2022,13,264
3,2022,13,265
3,2022,13,266
3,2022,13,267
3,2022,13,268
3,2022,13,269
3,2022,13,270
3,2022,13,271
3,2022,13,273
3,2022,13,274
3,2022,13,275
3,2022,13,276
3,2022,13,277
3,2022,13,278
3,2022,13,279
3,2022,13,280
3,2022,13,281
3,2022,13,283
3,2022,13,284
3,2022,13,286
3,2022,13,287
3,2022,13,288
3,2022,13,289
3,2022,13,290
3,2022,13,291
3,2022,13,292
3,2022,13,294
3,2022,13,295
3,2022,13,296
3,2022,13,297
3,2022,13,298
3,2022,13,299
3,2022,13,300
3,2022,13,301
3,2022,13,302
3,2022,13,303
3,2022,13,304
3,2022,13,305
3,2022,13,306
3,2022,13,307
3,2022,13,308
3,2022,13,309
3,2022,13,310
3,2022,13,311
3,2022,13,312
3,2022,13,313
3,2022,13,314
3,2022,13,315
3,2022,13,316
3,2022,13,317
3,2022,13,318
3,2022,13,319
3,2022,13,320
3,2022,13,321
3,2022,13,324
3,2022,13,327
3,2022,13,329
3,2022,13,330
3,2022,13,331
3,2022,13,332
3,2022,13,333
3,2022,13,334
3,2022,13,336
3,2022,13,340
3,2022,13,341
3,2022,13,344
3,2022,13,347
3,2022,13,282
3,2022,13,343
3,2022,13,78
3,2022,13,293
3,2022,13,323
3,2022,13,342
3,2022,13,346
3,2022,13,272
3,2022,13,335
3,2022,13,285
3,2022,13,345
3,2022,13,322
3,2022,13,338
3,2022,13,325
3,2022,13,326
3,2022,13,337
3,2022,13,328
3,2022,14,1
3,2022,14,2
3,2022,14,3
3,2022,14,4
3,2022,14,5
3,2022,14,6
3,2022,14,7
3,2022,14,8
3,2022,14,9
3,2022,14,10
3,2022,14,11
3,2022,14,12
3,2022,14,13
3,2022,14,14
3,2022,14,15
3,2022,14,16
3,2022,14,17
3,2022,14,18
3,2022,14,19
3,2022,14,20
3,2022,14,21
3,2022,14,22
3,2022,14,23
3,2022,14,24
3,2022,14,25
3,2022,14,26
3,2022,14,27
3,2022,14,28
3,2022,14,29
3,2022,14,30
3,2022,14,31
3,2022,14,32
3,2022,14,33
3,2022,14,34
3,2022,14,35
3,2022,14,36
3,2022,14,37
3,2022,14,38
3,2022,14,39
3,2022,14,40
3,2022,14,41
3,2022,14,42
3,2022,14,43
3,2022,14,44
3,2022,14,45
3,2022,14,46
3,2022,14,47
3,2022,14,48
3,2022,14,49
3,2022,14,50
3,2022,14,51
3,2022,14,52
3,2022,14,53
3,2022,14,54
3,2022,14,55
3,2022,14,56
3,2022,14,57
3,2022,14,58
3,2022,14,59
3,2022,14,60
3,2022,14,61
3,2022,14,62
3,2022,14,63
3,2022,14,64
3,2022,14,65
3,2022,14,66
3,2022,14,67
3,2022,14,68
3,2022,14,69
3,2022,14,70
3,2022,14,71
3,2022,14,72
3,2022,14,73
3,2022,14,74
3,2022,14,75
3,2022,14,76
3,2022,14,77
3,2022,14,79
3,2022,14,80
3,2022,14,81
3,2022,14,82
3,2022,14,83
3,2022,14,84
3,2022,14,85
3,2022,14,86
3,2022,14,87
3,2022,14,88
3,2022,14,89
3,2022,14,90
3,2022,14,91
3,2022,14,92
3,2022,14,93
3,2022,14,94
3,2022,14,95
3,2022,14,96
3,2022,14,97
3,2022,14,98
3,2022,14,99
3,2022,14,100
3,2022,14,101
3,2022,14,102
3,2022,14,103
3,2022,14,104
3,2022,14,105
3,2022,14,106
3,2022,14,107
3,2022,14,108
3,2022,14,109
3,2022,14,110
3,2022,14,111
3,2022,14,112
3,2022,14,113
3,2022,14,114
3,2022,14,115
3,2022,14,116
3,2022,14,117
3,2022,14,118
3,2022,14,119
3,2022,14,120
3,2022,14,121
3,2022,14,122
3,2022,14,123
3,2022,14,124
3,2022,14,125
3,2022,14,126
3,2022,14,127
3,2022,14,128
3,2022,14,129
3,2022,14,130
3,2022,14,131
3,2022,14,132
3,2022,14,133
3,2022,14,134
3,2022,14,135
3,2022,14,136
3,2022,14,137
3,2022,14,138
3,2022,14,139
3,2022,14,140
3,2022,14,141
3,2022,14,142
3,2022,14,143
3,2022,14,144
3,2022,14,145
3,2022,14,146
3,2022,14,147
3,2022,14,148
3,2022,14,149
3,2022,14,150
3,2022,14,151
3,2022,14,152
3,2022,14,153
3,2022,14,154
3,2022,14,155
3,2022,14,156
3,2022,14,157
3,2022,14,158
3,2022,14,159
3,2022,14,160
3,2022,14,161
3,2022,14,162
3,2022,14,163
3,2022,14,164
3,2022,14,165
3,2022,14,166
3,2022,14,167
3,2022,14,168
3,2022,14,169
3,2022,14,170
3,2022,14,171
3,2022,14,172
3,2022,14,173
3,2022,14,174
3,2022,14,175
3,2022,14,176
3,2022,14,177
3,2022,14,178
3,2022,14,179
3,2022,14,180
3,2022,14,181
3,2022,14,182
3,2022,14,183
3,2022,14,184
3,2022,14,185
3,2022,14,186
3,2022,14,187
3,2022,14,188
3,2022,14,189
3,2022,14,190
3,2022,14,191
3,2022,14,192
3,2022,14,193
3,2022,14,194
3,2022,14,195
3,2022,14,196
3,2022,14,197
3,2022,14,198
3,2022,14,199
3,2022,14,200
3,2022,14,201
3,2022,14,202
3,2022,14,203
3,2022,14,204
3,2022,14,205
3,2022,14,206
3,2022,14,207
3,2022,14,208
3,2022,14,209
3,2022,14,210
3,2022,14,211
3,2022,14,212
3,2022,14,213
3,2022,14,214
3,2022,14,215
3,2022,14,216
3,2022,14,217
3,2022,14,218
3,2022,14,219
3,2022,14,220
3,2022,14,221
3,2022,14,222
3,2022,14,223
3,2022,14,224
3,2022,14,225
3,2022,14,226
3,2022,14,227
3,2022,14,228
3,2022,14,229
3,2022,14,230
3,2022,14,231
3,2022,14,232
3,2022,14,233
3,2022,14,234
3,2022,14,235
3,2022,14,236
3,2022,14,237
3,2022,14,238
3,2022,14,239
3,2022,14,240
3,2022,14,241
3,2022,14,242
3,2022,14,243
3,2022,14,244
3,2022,14,245
3,2022,14,246
3,2022,14,247
3,2022,14,248
3,2022,14,249
3,2022,14,250
3,2022,14,251
3,2022,14,252
3,2022,14,253
3,2022,14,254
3,2022,14,255
3,2022,14,256
3,2022,14,257
3,2022,14,258
3,2022,14,259
3,2022,14,260
3,2022,14,261
3,2022,14,262
3,2022,14,263
3,2022,14,264
3,2022,14,265
3,2022,14,266
3,2022,14,267
3,2022,14,268
3,2022,14,269
3,2022,14,270
3,2022,14,271
3,2022,14,273
3,2022,14,274
3,2022,14,275
3,2022,14,276
3,2022,14,277
3,2022,14,278
3,2022,14,279
3,2022,14,280
3,2022,14,281
3,2022,14,283
3,2022,14,284
3,2022,14,286
3,2022,14,287
3,2022,14,288
3,2022,14,289
3,2022,14,290
3,2022,14,291
3,2022,14,292
3,2022,14,294
3,2022,14,295
3,2022,14,296
3,2022,14,297
3,2022,14,298
3,2022,14,299
3,2022,14,300
3,2022,14,301
3,2022,14,302
3,2022,14,303
3,2022,14,304
3,2022,14,305
3,2022,14,306
3,2022,14,307
3,2022,14,308
3,2022,14,309
3,2022,14,310
3,2022,14,311
3,2022,14,312
3,2022,14,313
3,2022,14,314
3,2022,14,315
3,2022,14,316
3,2022,14,317
3,2022,14,318
3,2022,14,319
3,2022,14,320
